,Hours_Studied,Attendance,Sleep_Hours,Cluster,Cluster_Name
2063,19,96,5,1,C2
2064,22,93,9,0,C1
2065,17,78,9,0,C1
2066,5,70,8,2,C3
2067,19,75,8,2,C3
2068,29,61,7,2,C3
2069,26,81,7,2,C3
2070,26,80,6,1,C2
2071,27,81,7,2,C3
2072,21,99,7,0,C1
2073,21,96,10,0,C1
2074,16,66,8,2,C3
2075,18,75,7,2,C3
2076,24,77,7,2,C3
2077,27,74,6,2,C3
2078,19,92,6,1,C2
2079,17,81,8,0,C1
2080,20,83,6,1,C2
2081,24,94,6,1,C2
2082,11,92,6,1,C2
2083,6,65,6,2,C3
2084,17,89,9,0,C1
2085,13,77,7,2,C3
2086,17,72,7,2,C3
2087,19,62,7,2,C3
2088,17,79,7,2,C3
2089,29,74,6,2,C3
2090,22,70,5,1,C2
2091,22,88,9,0,C1
2092,24,91,8,0,C1
2093,13,70,8,2,C3
2094,26,62,8,2,C3
2095,20,94,10,0,C1
2096,24,60,6,2,C3
2097,14,97,5,1,C2
2098,11,85,8,0,C1
2099,25,73,5,1,C2
2100,22,70,7,2,C3
2101,15,60,7,2,C3
2102,15,69,8,2,C3
2103,27,66,6,2,C3
2104,13,84,9,0,C1
2105,30,67,6,2,C3
2106,15,81,8,0,C1
2107,24,84,6,1,C2
2108,18,72,8,2,C3
2109,24,61,5,2,C3
2110,17,61,7,2,C3
2111,19,61,9,2,C3
2112,20,90,7,0,C1
2113,14,73,9,2,C3
2114,24,92,7,0,C1
2115,17,77,6,1,C2
2116,19,78,7,2,C3
2117,14,81,8,0,C1
2118,5,89,4,1,C2
2119,19,71,8,2,C3
2120,34,65,6,2,C3
2121,25,82,5,1,C2
2122,20,73,8,2,C3
2123,18,78,9,0,C1
2124,20,86,7,0,C1
2125,23,80,5,1,C2
2126,13,85,6,1,C2
2127,27,82,6,1,C2
2128,24,90,7,0,C1
2129,24,88,7,0,C1
2130,23,81,8,0,C1
2131,20,87,8,0,C1
2132,24,95,8,0,C1
2133,24,77,8,2,C3
2134,18,77,7,2,C3
2135,17,91,10,0,C1
2136,21,83,8,0,C1
2137,29,63,8,2,C3
2138,13,96,10,0,C1
2139,11,61,7,2,C3
2140,21,90,6,1,C2
2141,20,90,9,0,C1
2142,21,98,9,0,C1
2143,21,62,7,2,C3
2144,19,84,10,0,C1
2145,29,77,7,2,C3
2146,10,73,8,2,C3
2147,15,64,9,2,C3
2148,19,83,7,0,C1
2149,10,79,8,0,C1
2150,19,64,9,2,C3
2151,30,84,6,1,C2
2152,20,90,6,1,C2
2153,21,91,9,0,C1
2154,12,96,7,0,C1
2155,16,76,6,1,C2
2156,18,98,7,0,C1
2157,18,95,8,0,C1
2158,28,72,5,1,C2
2159,23,66,8,2,C3
2160,13,77,8,2,C3
2161,21,76,9,2,C3
2162,23,83,7,0,C1
2163,27,83,9,0,C1
2164,29,90,7,0,C1
2165,14,80,7,0,C1
2166,15,64,7,2,C3
2167,12,94,10,0,C1
2168,19,72,5,1,C2
2169,23,99,8,0,C1
2170,26,65,7,2,C3
2171,20,98,7,0,C1
2172,18,64,8,2,C3
2173,21,69,9,2,C3
2174,15,62,8,2,C3
2175,33,88,9,0,C1
2176,10,94,7,0,C1
2177,21,77,7,2,C3
2178,32,97,5,1,C2
2179,20,84,10,0,C1
2180,19,85,7,0,C1
2181,18,94,7,0,C1
2182,19,72,8,2,C3
2183,28,74,9,2,C3
2184,7,96,6,1,C2
2185,29,96,9,0,C1
2186,11,99,7,0,C1
2187,18,96,9,0,C1
2188,17,65,6,2,C3
2189,24,93,8,0,C1
2190,10,76,7,2,C3
2191,23,100,5,1,C2
2192,32,79,5,1,C2
2193,12,82,6,1,C2
2194,21,81,8,0,C1
2195,16,73,4,1,C2
2196,23,63,8,2,C3
2197,20,96,7,0,C1
2198,16,92,4,1,C2
2199,23,66,6,2,C3
2200,31,91,6,1,C2
2201,19,85,7,0,C1
2202,24,76,9,2,C3
2203,12,70,9,2,C3
2204,14,94,6,1,C2
2205,23,88,6,1,C2
2206,29,82,5,1,C2
2207,22,84,6,1,C2
2208,18,64,6,2,C3
2209,20,79,7,2,C3
2210,12,68,7,2,C3
2211,24,68,6,2,C3
2212,25,86,6,1,C2
2213,17,96,6,1,C2
2214,17,76,6,1,C2
2215,22,68,9,2,C3
2216,17,86,8,0,C1
2217,20,95,8,0,C1
2218,33,90,9,0,C1
2219,19,95,8,0,C1
2220,18,81,9,0,C1
2221,16,90,8,0,C1
2222,24,66,7,2,C3
2223,19,74,6,1,C2
2224,16,76,6,1,C2
2225,28,80,8,0,C1
2226,29,97,7,0,C1
2227,16,95,5,1,C2
2228,9,65,4,1,C2
2229,26,67,10,2,C3
2230,16,74,6,1,C2
2231,25,72,6,2,C3
2232,8,85,9,0,C1
2233,25,96,5,1,C2
2234,13,98,8,0,C1
2235,24,86,10,0,C1
2236,20,94,10,0,C1
2237,14,81,6,1,C2
2238,18,68,7,2,C3
2239,24,81,6,1,C2
2240,21,82,7,0,C1
2241,24,90,9,0,C1
2242,32,69,5,1,C2
2243,11,75,8,2,C3
2244,30,75,7,2,C3
2245,21,98,9,0,C1
2246,15,78,9,0,C1
2247,12,90,6,1,C2
2248,19,90,7,0,C1
2249,26,71,8,2,C3
2250,19,83,8,0,C1
2251,29,96,4,1,C2
2252,11,79,8,0,C1
2253,20,98,9,0,C1
2254,12,69,7,2,C3
2255,22,63,8,2,C3
2256,25,96,9,0,C1
2257,17,94,7,0,C1
2258,4,100,8,0,C1
2259,21,87,7,0,C1
2260,23,97,7,0,C1
2261,22,93,6,1,C2
2262,27,94,7,0,C1
2263,14,83,10,0,C1
2264,24,75,6,1,C2
2265,27,97,8,0,C1
2266,9,77,7,2,C3
2267,22,82,9,0,C1
2268,17,78,9,0,C1
2269,20,83,6,1,C2
2270,22,79,6,1,C2
2271,17,62,6,2,C3
2272,16,95,6,1,C2
2273,20,78,6,1,C2
2274,13,84,8,0,C1
2275,13,66,6,2,C3
2276,24,60,6,2,C3
2277,13,70,6,2,C3
2278,24,88,8,0,C1
2279,23,64,7,2,C3
2280,10,96,7,0,C1
2281,16,69,6,2,C3
2282,27,68,5,1,C2
2283,14,67,9,2,C3
2284,17,61,7,2,C3
2285,23,91,10,0,C1
2286,25,95,8,0,C1
2287,18,85,10,0,C1
2288,16,68,8,2,C3
2289,29,71,7,2,C3
2290,30,79,6,1,C2
2291,26,98,6,1,C2
2292,21,70,9,2,C3
2293,15,89,7,0,C1
2294,15,78,8,0,C1
2295,23,72,8,2,C3
2296,23,78,8,2,C3
2297,28,63,6,2,C3
2298,24,92,9,0,C1
2299,11,70,7,2,C3
2300,26,89,7,0,C1
2301,14,63,8,2,C3
2302,18,98,7,0,C1
2303,22,68,4,1,C2
2304,32,95,9,0,C1
2305,39,92,9,0,C1
2306,24,99,4,1,C2
2307,19,79,5,1,C2
2308,23,89,10,0,C1
2309,25,75,7,2,C3
2310,18,67,7,2,C3
2311,31,78,6,1,C2
2312,21,67,5,1,C2
2313,23,99,7,0,C1
2314,24,64,8,2,C3
2315,23,84,7,0,C1
2316,25,85,8,0,C1
2317,16,82,10,0,C1
2318,17,86,6,1,C2
2319,13,65,7,2,C3
2320,23,82,9,0,C1
2321,25,71,6,2,C3
2322,23,98,7,0,C1
2323,30,90,10,0,C1
2324,20,99,6,1,C2
2325,24,62,9,2,C3
2326,13,71,7,2,C3
2327,18,68,10,2,C3
2328,24,60,5,2,C3
2329,25,70,7,2,C3
2330,18,87,5,1,C2
2331,20,69,6,2,C3
2332,11,80,6,1,C2
2333,18,96,7,0,C1
2334,25,88,5,1,C2
2335,23,76,7,2,C3
2336,23,75,8,2,C3
2337,20,78,5,1,C2
2338,20,67,6,2,C3
2339,16,85,10,0,C1
2340,24,75,7,2,C3
2341,23,94,4,1,C2
2342,23,90,5,1,C2
2343,17,84,7,0,C1
2344,7,75,7,2,C3
2345,27,68,6,2,C3
2346,17,91,10,0,C1
2347,15,79,10,0,C1
2348,24,69,7,2,C3
2349,18,68,8,2,C3
2350,26,67,8,2,C3
2351,24,91,9,0,C1
2352,24,69,6,2,C3
2353,12,81,10,0,C1
2354,27,78,7,2,C3
2355,22,83,8,0,C1
2356,18,95,7,0,C1
2357,21,95,7,0,C1
2358,9,78,7,2,C3
2359,22,61,5,2,C3
2360,14,77,4,1,C2
2361,12,84,7,0,C1
2362,11,82,6,1,C2
2363,27,86,8,0,C1
2364,16,66,8,2,C3
2365,29,86,7,0,C1
2366,17,67,9,2,C3
2367,10,90,7,0,C1
2368,13,74,5,1,C2
2369,27,88,7,0,C1
2370,19,62,9,2,C3
2371,17,76,4,1,C2
2372,21,88,7,0,C1
2373,23,69,8,2,C3
2374,27,92,10,0,C1
2375,29,85,9,0,C1
2376,18,84,7,0,C1
2377,12,74,8,2,C3
2378,18,79,4,1,C2
2379,22,84,5,1,C2
2380,14,79,8,0,C1
2381,14,88,7,0,C1
2382,22,77,7,2,C3
2383,20,68,7,2,C3
2384,20,69,7,2,C3
2385,15,60,7,2,C3
2386,19,72,5,1,C2
2387,14,90,7,0,C1
2388,25,92,5,1,C2
2389,26,68,6,2,C3
2390,9,98,9,0,C1
2391,14,80,7,0,C1
2392,11,97,8,0,C1
2393,16,88,7,0,C1
2394,19,89,6,1,C2
2395,11,63,5,1,C2
2396,14,69,6,2,C3
2397,14,60,7,2,C3
2398,21,89,8,0,C1
2399,20,74,7,2,C3
2400,16,91,8,0,C1
2401,21,74,5,1,C2
2402,17,93,8,0,C1
2403,18,65,5,1,C2
2404,30,67,8,2,C3
2405,28,74,8,2,C3
2406,12,76,4,1,C2
2407,25,74,8,2,C3
2408,25,91,8,0,C1
2409,13,64,9,2,C3
2410,25,74,6,2,C3
2411,29,93,7,0,C1
2412,13,63,8,2,C3
2413,14,98,8,0,C1
2414,26,99,8,0,C1
2415,22,64,6,2,C3
2416,23,72,8,2,C3
2417,22,75,8,2,C3
2418,22,91,7,0,C1
2419,12,84,6,1,C2
2420,26,86,6,1,C2
2421,27,90,9,0,C1
2422,19,65,8,2,C3
2423,20,93,7,0,C1
2424,11,88,7,0,C1
2425,23,83,4,1,C2
2426,23,96,7,0,C1
2427,20,88,5,1,C2
2428,27,68,7,2,C3
2429,18,77,9,0,C1
2430,23,80,6,1,C2
2431,14,62,7,2,C3
2432,20,98,8,0,C1
2433,19,65,7,2,C3
2434,21,88,6,1,C2
2435,18,80,7,2,C3
2436,19,61,8,2,C3
2437,25,97,7,0,C1
2438,17,94,7,0,C1
2439,10,81,9,0,C1
2440,30,69,8,2,C3
2441,28,65,5,2,C3
2442,12,75,8,2,C3
2443,24,70,8,2,C3
2444,17,80,5,1,C2
2445,22,99,4,1,C2
2446,22,83,5,1,C2
2447,19,96,7,0,C1
2448,15,86,9,0,C1
2449,16,79,6,1,C2
2450,15,94,8,0,C1
2451,15,79,4,1,C2
2452,20,95,7,0,C1
2453,16,72,6,2,C3
2454,24,65,10,2,C3
2455,29,94,4,1,C2
2456,17,83,7,0,C1
2457,21,96,4,1,C2
2458,23,98,6,1,C2
2459,23,62,4,1,C2
2460,20,80,10,0,C1
2461,24,75,6,1,C2
2462,23,85,7,0,C1
2463,13,92,7,0,C1
2464,25,71,5,1,C2
2465,25,82,9,0,C1
2466,15,88,8,0,C1
2467,20,65,8,2,C3
2468,24,93,5,1,C2
2469,19,84,9,0,C1
2470,26,98,9,0,C1
2471,34,74,7,2,C3
2472,15,64,8,2,C3
2473,12,80,7,0,C1
2474,22,63,5,2,C3
2475,24,99,7,0,C1
2476,19,62,6,2,C3
2477,29,90,7,0,C1
2478,12,81,9,0,C1
2479,24,75,5,1,C2
2480,16,63,6,2,C3
2481,30,85,6,1,C2
2482,32,83,6,1,C2
2483,15,71,6,2,C3
2484,17,96,7,0,C1
2485,25,72,8,2,C3
2486,18,78,8,2,C3
2487,20,82,7,0,C1
2488,20,64,8,2,C3
2489,8,97,10,0,C1
2490,20,75,7,2,C3
2491,16,63,9,2,C3
2492,17,75,8,2,C3
2493,29,84,10,0,C1
2494,12,81,8,0,C1
2495,25,88,6,1,C2
2496,18,62,7,2,C3
2497,18,71,7,2,C3
2498,25,93,8,0,C1
2499,22,63,6,2,C3
2500,23,94,9,0,C1
2501,26,64,7,2,C3
2502,18,93,8,0,C1
2503,16,74,7,2,C3
2504,13,84,7,0,C1
2505,15,66,7,2,C3
2506,38,63,8,2,C3
2507,27,69,10,2,C3
2508,12,65,4,1,C2
2509,12,72,8,2,C3
2510,23,81,7,0,C1
2511,23,84,7,0,C1
2512,23,92,4,1,C2
2513,18,86,8,0,C1
2514,19,84,7,0,C1
2515,22,76,6,1,C2
2516,21,79,7,2,C3
2517,7,77,7,2,C3
2518,19,94,4,1,C2
2519,15,69,7,2,C3
2520,21,60,8,2,C3
2521,38,86,6,1,C2
2522,22,68,7,2,C3
2523,18,96,7,0,C1
2524,26,94,9,0,C1
2525,23,63,7,2,C3
2526,23,64,8,2,C3
2527,24,80,7,2,C3
2528,32,84,10,0,C1
2529,13,71,6,2,C3
2530,23,89,6,1,C2
2531,14,84,7,0,C1
2532,23,73,6,2,C3
2533,14,61,5,2,C3
2534,17,90,8,0,C1
2535,18,69,4,1,C2
2536,26,93,6,1,C2
2537,26,77,5,1,C2
2538,13,83,7,0,C1
2539,20,95,4,1,C2
2540,16,95,8,0,C1
2541,12,75,8,2,C3
2542,19,68,5,1,C2
2543,18,91,7,0,C1
2544,35,77,8,2,C3
2545,23,68,8,2,C3
2546,12,96,5,1,C2
2547,17,68,5,1,C2
2548,26,61,9,2,C3
2549,33,61,6,2,C3
2550,10,85,6,1,C2
2551,9,86,8,0,C1
2552,31,72,5,1,C2
2553,22,73,7,2,C3
2554,15,74,8,2,C3
2555,23,87,5,1,C2
2556,4,62,6,2,C3
2557,20,97,5,1,C2
2558,22,69,6,2,C3
2559,26,100,9,0,C1
2560,14,67,9,2,C3
2561,21,91,7,0,C1
2562,14,69,8,2,C3
2563,22,63,8,2,C3
2564,15,95,6,1,C2
2565,18,94,7,0,C1
2566,14,76,5,1,C2
2567,24,88,6,1,C2
2568,25,82,7,0,C1
2569,19,94,5,1,C2
2570,20,73,5,1,C2
2571,11,81,6,1,C2
2572,18,79,9,0,C1
2573,20,74,9,2,C3
2574,36,96,7,0,C1
2575,13,67,8,2,C3
2576,29,66,6,2,C3
2577,26,83,4,1,C2
2578,22,86,6,1,C2
2579,31,68,7,2,C3
2580,22,76,7,2,C3
2581,22,98,7,0,C1
2582,20,70,7,2,C3
2583,27,87,6,1,C2
2584,27,90,8,0,C1
2585,16,78,5,1,C2
2586,12,98,8,0,C1
2587,19,89,6,1,C2
2588,15,78,10,0,C1
2589,20,83,7,0,C1
2590,27,88,6,1,C2
2591,17,84,6,1,C2
2592,20,95,6,1,C2
2593,20,74,8,2,C3
2594,25,72,7,2,C3
2595,7,69,8,2,C3
2596,16,62,8,2,C3
2597,21,62,7,2,C3
2598,27,95,8,0,C1
2599,17,87,9,0,C1
2600,9,86,8,0,C1
2601,24,85,7,0,C1
2602,16,94,8,0,C1
2603,13,79,5,1,C2
2604,16,95,10,0,C1
2605,19,74,8,2,C3
2606,16,97,8,0,C1
2607,7,88,7,0,C1
2608,25,70,4,1,C2
2609,28,83,7,0,C1
2610,24,81,7,0,C1
2611,13,66,6,2,C3
2612,19,84,6,1,C2
2613,20,73,6,2,C3
2614,24,62,8,2,C3
2615,24,98,9,0,C1
2616,16,86,7,0,C1
2617,20,95,6,1,C2
2618,23,87,6,1,C2
2619,29,74,7,2,C3
2620,24,81,7,0,C1
2621,25,87,8,0,C1
2622,21,98,6,1,C2
2623,28,70,8,2,C3
2624,22,95,8,0,C1
2625,15,97,6,1,C2
2626,28,87,4,1,C2
2627,24,97,6,1,C2
2628,17,76,9,2,C3
2629,17,98,4,1,C2
2630,22,88,9,0,C1
2631,23,62,4,1,C2
2632,21,96,6,1,C2
2633,22,79,6,1,C2
2634,30,78,10,0,C1
2635,26,83,7,0,C1
2636,21,66,7,2,C3
2637,26,79,6,1,C2
2638,14,93,8,0,C1
2639,22,61,6,2,C3
2640,31,71,7,2,C3
2641,19,60,6,2,C3
2642,15,77,8,2,C3
2643,16,89,8,0,C1
2644,13,92,6,1,C2
2645,15,98,6,1,C2
2646,18,84,6,1,C2
2647,12,70,7,2,C3
2648,20,97,8,0,C1
2649,25,91,7,0,C1
2650,15,83,4,1,C2
2651,29,88,8,0,C1
2652,23,97,5,1,C2
2653,26,88,6,1,C2
2654,16,75,7,2,C3
2655,25,89,7,0,C1
2656,13,62,8,2,C3
2657,25,75,6,1,C2
2658,21,76,6,1,C2
2659,23,67,7,2,C3
2660,13,61,8,2,C3
2661,15,65,8,2,C3
2662,24,86,7,0,C1
2663,14,92,9,0,C1
2664,23,100,9,0,C1
2665,12,74,8,2,C3
2666,25,84,5,1,C2
2667,13,97,8,0,C1
2668,23,67,7,2,C3
2669,24,89,6,1,C2
2670,16,90,6,1,C2
2671,23,64,7,2,C3
2672,22,94,6,1,C2
2673,17,93,7,0,C1
2674,14,61,7,2,C3
2675,8,64,7,2,C3
2676,22,62,8,2,C3
2677,11,73,7,2,C3
2678,21,80,6,1,C2
2679,18,81,4,1,C2
2680,24,71,8,2,C3
2681,18,96,7,0,C1
2682,18,75,7,2,C3
2683,24,62,9,2,C3
2684,22,72,5,1,C2
2685,22,81,7,0,C1
2686,23,76,6,1,C2
2687,11,71,8,2,C3
2688,25,65,4,1,C2
2689,24,93,8,0,C1
2690,14,100,8,0,C1
2691,19,73,6,2,C3
2692,20,75,7,2,C3
2693,19,85,6,1,C2
2694,22,89,8,0,C1
2695,29,76,8,2,C3
2696,26,96,5,1,C2
2697,12,82,5,1,C2
2698,24,78,9,0,C1
2699,28,86,10,0,C1
2700,22,98,8,0,C1
2701,27,92,8,0,C1
2702,32,62,7,2,C3
2703,26,73,7,2,C3
2704,21,79,8,0,C1
2705,26,73,7,2,C3
2706,21,88,9,0,C1
2707,20,93,7,0,C1
2708,18,89,7,0,C1
2709,29,100,7,0,C1
2710,15,71,7,2,C3
2711,29,95,9,0,C1
2712,23,91,7,0,C1
2713,12,74,7,2,C3
2714,22,89,7,0,C1
2715,7,64,6,2,C3
2716,24,92,5,1,C2
2717,25,81,9,0,C1
2718,16,72,9,2,C3
2719,21,86,9,0,C1
2720,32,86,5,1,C2
2721,17,68,9,2,C3
2722,14,61,10,2,C3
2723,29,77,9,2,C3
2724,32,83,9,0,C1
2725,20,95,8,0,C1
2726,26,97,6,1,C2
2727,28,81,8,0,C1
2728,16,90,5,1,C2
2729,17,78,6,1,C2
2730,27,90,7,0,C1
2731,30,68,7,2,C3
2732,23,75,8,2,C3
2733,15,85,4,1,C2
2734,32,61,7,2,C3
2735,17,89,8,0,C1
2736,18,93,8,0,C1
2737,22,76,8,2,C3
2738,29,78,7,2,C3
2739,25,94,6,1,C2
2740,22,91,8,0,C1
2741,23,72,7,2,C3
2742,20,73,8,2,C3
2743,23,87,8,0,C1
2744,5,83,7,0,C1
2745,18,66,6,2,C3
2746,21,72,9,2,C3
2747,13,96,8,0,C1
2748,22,88,10,0,C1
2749,19,99,8,0,C1
2750,31,91,8,0,C1
2751,29,98,5,1,C2
2752,17,69,7,2,C3
2753,19,91,7,0,C1
2754,20,61,8,2,C3
2755,17,87,8,0,C1
2756,21,79,8,0,C1
2757,15,74,10,2,C3
2758,13,94,6,1,C2
2759,24,94,8,0,C1
2760,24,61,8,2,C3
2761,15,84,10,0,C1
2762,25,75,8,2,C3
2763,16,77,8,2,C3
2764,22,93,8,0,C1
2765,25,72,8,2,C3
2766,20,98,9,0,C1
2767,23,67,6,2,C3
2768,17,87,6,1,C2
2769,19,87,10,0,C1
2770,19,70,4,1,C2
2771,16,73,7,2,C3
2772,19,93,7,0,C1
2773,11,90,7,0,C1
2774,17,73,9,2,C3
2775,18,81,8,0,C1
2776,18,62,6,2,C3
2777,19,68,6,2,C3
2778,20,79,7,2,C3
2779,23,63,9,2,C3
2780,25,94,7,0,C1
2781,16,89,7,0,C1
2782,13,98,6,1,C2
2783,14,88,8,0,C1
2784,17,98,7,0,C1
2785,18,82,6,1,C2
2786,15,84,9,0,C1
2787,12,99,10,0,C1
2788,17,86,7,0,C1
2789,21,61,7,2,C3
2790,24,89,5,1,C2
2791,17,96,8,0,C1
2792,18,92,8,0,C1
2793,14,83,7,0,C1
2794,20,87,6,1,C2
2795,15,100,10,0,C1
2796,23,64,8,2,C3
2797,9,87,6,1,C2
2798,18,71,8,2,C3
2799,22,86,7,0,C1
2800,21,84,7,0,C1
2801,36,66,8,2,C3
2802,22,68,4,1,C2
2803,14,85,4,1,C2
2804,19,65,9,2,C3
2805,9,71,7,2,C3
2806,20,93,6,1,C2
2807,15,73,5,1,C2
2808,25,80,7,2,C3
2809,17,98,7,0,C1
2810,19,69,9,2,C3
2811,16,76,8,2,C3
2812,30,84,7,0,C1
2813,18,90,8,0,C1
2814,31,96,9,0,C1
2815,25,97,8,0,C1
2816,23,91,8,0,C1
2817,22,69,7,2,C3
2818,22,61,6,2,C3
2819,8,75,5,1,C2
2820,18,66,5,1,C2
2821,25,88,8,0,C1
2822,20,86,8,0,C1
2823,12,62,9,2,C3
2824,20,93,8,0,C1
2825,30,70,9,2,C3
2826,27,77,7,2,C3
2827,20,87,8,0,C1
2828,26,77,5,1,C2
2829,18,78,7,2,C3
2830,10,63,4,1,C2
2831,14,76,7,2,C3
2832,29,91,9,0,C1
2833,18,97,7,0,C1
2834,19,77,8,2,C3
2835,18,77,7,2,C3
2836,31,88,6,1,C2
2837,30,98,7,0,C1
2838,33,71,9,2,C3
2839,19,78,8,2,C3
2840,22,92,6,1,C2
2841,11,84,5,1,C2
2842,29,64,7,2,C3
2843,13,85,6,1,C2
2844,21,67,7,2,C3
2845,13,80,5,1,C2
2846,16,81,9,0,C1
2847,15,95,7,0,C1
2848,16,78,7,2,C3
2849,17,71,6,2,C3
2850,17,69,7,2,C3
2851,25,95,7,0,C1
2852,13,67,6,2,C3
2853,21,77,7,2,C3
2854,27,67,9,2,C3
2855,17,91,4,1,C2
2856,16,79,7,2,C3
2857,19,74,6,1,C2
2858,27,74,9,2,C3
2859,21,94,7,0,C1
2860,17,82,5,1,C2
2861,23,89,7,0,C1
2862,13,96,8,0,C1
2863,24,96,10,0,C1
2864,22,73,4,1,C2
2865,18,98,5,1,C2
2866,15,61,9,2,C3
2867,15,75,5,1,C2
2868,23,96,7,0,C1
2869,27,71,6,2,C3
2870,16,71,6,2,C3
2871,23,72,7,2,C3
2872,7,84,7,0,C1
2873,16,78,9,0,C1
2874,20,89,9,0,C1
2875,15,96,8,0,C1
2876,14,87,7,0,C1
2877,16,68,7,2,C3
2878,22,97,8,0,C1
2879,19,71,9,2,C3
2880,7,66,8,2,C3
2881,7,64,9,2,C3
2882,16,83,6,1,C2
2883,23,65,9,2,C3
2884,4,66,8,2,C3
2885,17,72,6,2,C3
2886,17,71,7,2,C3
2887,28,84,7,0,C1
2888,18,93,7,0,C1
2889,22,90,7,0,C1
2890,21,70,5,1,C2
2891,7,70,6,2,C3
2892,25,99,7,0,C1
2893,21,60,6,2,C3
2894,23,95,6,1,C2
2895,44,68,9,2,C3
2896,7,98,7,0,C1
2897,30,74,10,2,C3
2898,18,78,7,2,C3
2899,22,88,9,0,C1
2900,20,84,7,0,C1
2901,17,73,6,1,C2
2902,17,82,7,0,C1
2903,22,89,9,0,C1
2904,11,62,7,2,C3
2905,25,60,8,2,C3
2906,18,78,7,2,C3
2907,13,65,7,2,C3
2908,17,87,7,0,C1
2909,28,69,6,2,C3
2910,17,77,7,2,C3
2911,22,68,8,2,C3
2912,16,82,7,0,C1
2913,25,65,7,2,C3
2914,24,61,8,2,C3
2915,31,62,7,2,C3
2916,19,98,7,0,C1
2917,24,66,8,2,C3
2918,21,88,7,0,C1
2919,28,63,7,2,C3
2920,16,64,8,2,C3
2921,24,80,7,2,C3
2922,19,79,7,2,C3
2923,20,98,7,0,C1
2924,21,98,7,0,C1
2925,22,91,5,1,C2
2926,19,84,7,0,C1
2927,21,78,10,0,C1
2928,29,74,6,2,C3
2929,26,98,6,1,C2
2930,25,84,10,0,C1
2931,17,83,6,1,C2
2932,15,69,9,2,C3
2933,26,62,7,2,C3
2934,25,98,7,0,C1
2935,29,73,7,2,C3
2936,16,78,8,2,C3
2937,19,65,5,1,C2
2938,10,93,7,0,C1
2939,18,61,6,2,C3
2940,26,93,4,1,C2
2941,17,66,9,2,C3
2942,24,95,4,1,C2
2943,19,89,10,0,C1
2944,22,67,8,2,C3
2945,13,83,5,1,C2
2946,21,73,9,2,C3
2947,2,67,6,2,C3
2948,19,94,6,1,C2
2949,10,76,4,1,C2
2950,27,76,6,1,C2
2951,25,67,6,2,C3
2952,23,75,8,2,C3
2953,29,95,9,0,C1
2954,14,75,5,1,C2
2955,30,98,7,0,C1
2956,26,98,4,1,C2
2957,19,66,7,2,C3
2958,27,67,10,2,C3
2959,13,95,4,1,C2
2960,15,76,5,1,C2
2961,16,60,8,2,C3
2962,17,71,8,2,C3
2963,14,84,6,1,C2
2964,27,92,9,0,C1
2965,18,65,6,2,C3
2966,22,64,10,2,C3
2967,17,97,8,0,C1
2968,9,90,9,0,C1
2969,22,84,8,0,C1
2970,9,91,8,0,C1
2971,20,77,8,2,C3
2972,12,90,9,0,C1
2973,32,75,7,2,C3
2974,25,70,6,2,C3
2975,21,89,7,0,C1
2976,28,77,6,1,C2
2977,15,99,6,1,C2
2978,23,74,9,2,C3
2979,21,97,8,0,C1
2980,22,97,8,0,C1
2981,28,70,9,2,C3
2982,24,92,8,0,C1
2983,22,77,10,0,C1
2984,10,97,4,1,C2
2985,14,78,6,1,C2
2986,19,90,6,1,C2
2987,21,79,5,1,C2
2988,13,69,7,2,C3
2989,34,68,7,2,C3
2990,29,77,10,0,C1
2991,24,90,8,0,C1
2992,20,84,6,1,C2
2993,19,88,8,0,C1
2994,14,71,4,1,C2
2995,20,79,7,2,C3
2996,22,62,7,2,C3
2997,13,93,6,1,C2
2998,22,100,7,0,C1
2999,19,76,6,1,C2
3000,9,60,6,2,C3
3001,15,67,8,2,C3
3002,18,86,9,0,C1
3003,31,84,8,0,C1
3004,23,92,6,1,C2
3005,12,70,6,2,C3
3006,23,91,6,1,C2
3007,11,88,7,0,C1
3008,26,73,6,2,C3
3009,17,82,9,0,C1
3010,19,66,7,2,C3
3011,28,78,8,2,C3
3012,12,95,5,1,C2
3013,12,77,6,1,C2
3014,16,94,8,0,C1
3015,26,84,8,0,C1
3016,11,68,5,1,C2
3017,3,83,7,0,C1
3018,17,80,7,0,C1
3019,23,76,6,1,C2
3020,27,65,8,2,C3
3021,17,77,5,1,C2
3022,18,63,6,2,C3
3023,27,64,8,2,C3
3024,9,77,7,2,C3
3025,18,72,7,2,C3
3026,21,97,7,0,C1
3027,23,75,8,2,C3
3028,17,90,8,0,C1
3029,20,81,8,0,C1
3030,5,88,7,0,C1
3031,16,70,6,2,C3
3032,23,98,6,1,C2
3033,14,81,5,1,C2
3034,20,93,6,1,C2
3035,23,75,6,1,C2
3036,18,64,9,2,C3
3037,21,87,5,1,C2
3038,14,60,9,2,C3
3039,19,79,7,2,C3
3040,24,68,7,2,C3
3041,21,85,8,0,C1
3042,16,99,5,1,C2
3043,21,79,6,1,C2
3044,24,93,5,1,C2
3045,8,80,6,1,C2
3046,27,80,6,1,C2
3047,18,97,9,0,C1
3048,23,96,6,1,C2
3049,27,91,4,1,C2
3050,12,72,6,1,C2
3051,16,82,8,0,C1
3052,18,69,9,2,C3
3053,15,78,7,2,C3
3054,30,79,6,1,C2
3055,15,93,7,0,C1
3056,17,96,8,0,C1
3057,21,77,5,1,C2
3058,13,61,7,2,C3
3059,18,94,7,0,C1
